fighter_name,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg,fighter_url
Jake Matthews,3.45,43%,2.63,61%,1.46,41%,67%,0.6,http://www.ufcstats.com/fighter-details/a845f0735bc67405
Lucasz Sudolski,5.70,67%,4.89,28%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/b160e4f251283d70
Lu Zhengyong,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/dc1bfd47c3b21ad3
Dan Lauzon,1.34,25%,4.09,61%,1.63,33%,80%,2.7,http://www.ufcstats.com/fighter-details/4c8d6fde2dde07c4
Ricardo Barros,0.00,0%,8.22,31%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/d26394fc0e8e880a
Gabriel Miranda,2.82,40%,5.30,37%,3.85,33%,0%,1.3,http://www.ufcstats.com/fighter-details/b909a9a9688b5284
Paul Daley,3.14,47%,2.37,60%,0.91,40%,64%,0.0,http://www.ufcstats.com/fighter-details/23725c826c481e7f
Will Kerr,1.91,42%,6.22,33%,0.00,0%,0%,14.3,http://www.ufcstats.com/fighter-details/ef61d9f5176b3200
Tatsuya Iwasaki,0.79,100%,8.68,38%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/243b07fc65ccbb16
Carlton Minus,3.50,40%,4.97,50%,0.00,0%,58%,0.0,http://www.ufcstats.com/fighter-details/40d8b74488743800
Fabio Cherant,1.35,40%,4.89,38%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/78a68f1dade6aaf7
Manvel Gamburyan,2.13,41%,2.83,55%,3.26,34%,69%,0.7,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a
Gilbert Aldana,2.91,54%,6.26,26%,2.57,40%,33%,0.0,http://www.ufcstats.com/fighter-details/d26934530dc5b248
Imani Lee,0.00,0%,0.94,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0802be3516ef8f66
Josh Jarvis,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/32e8e0e8498f03c2
Yusuke Imamura,0.18,50%,1.83,52%,2.75,50%,0%,0.0,http://www.ufcstats.com/fighter-details/2ce6541127b0e232
Ismail Naurdiev,3.41,53%,1.52,66%,1.60,40%,72%,0.2,http://www.ufcstats.com/fighter-details/6a96ad1bc34fb113
Dan Severn,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c670aa48827d6be6
Charlie Ward,1.64,19%,7.21,53%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e81dd0bb8a64b550
Sabah Homasi,4.98,48%,6.91,47%,2.80,50%,66%,0.0,http://www.ufcstats.com/fighter-details/71f048adbfed5b49
Colin Robinson,6.19,69%,7.91,37%,2.58,100%,50%,5.2,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77
Naho Sugiyuma,2.59,48%,2.45,71%,2.05,100%,66%,0.0,http://www.ufcstats.com/fighter-details/b205d4f2ff44bc89
Yohan Lainesse,2.22,41%,3.38,58%,0.94,28%,72%,0.5,http://www.ufcstats.com/fighter-details/f998f5c102250d6e
Bea Malecki,6.84,46%,6.96,62%,0.00,0%,78%,1.1,http://www.ufcstats.com/fighter-details/b60c980f79b87ce8
Rani Yahya,1.71,38%,2.08,50%,2.73,30%,29%,1.8,http://www.ufcstats.com/fighter-details/94527830000ab715
Tsuyoshi Tamakairiki,0.00,0%,26.67,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/eaa0a728cc91ef60
Ravena Oliveira,1.00,48%,1.20,48%,2.00,66%,62%,0.0,http://www.ufcstats.com/fighter-details/4948e412fa6ab67d
Dan Hooker,5.03,48%,4.72,51%,0.73,34%,78%,0.3,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3
Edson Drago,1.16,40%,2.39,36%,0.00,0%,55%,0.0,http://www.ufcstats.com/fighter-details/f9c7fe2682af3802
Maheshate,3.86,29%,5.64,53%,0.00,0%,45%,0.0,http://www.ufcstats.com/fighter-details/8c1ca54b5089d199
Justin Bruckmann,0.59,66%,5.91,16%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/5f8e00c27b7e7410
Dwight Joseph,2.60,52%,2.87,55%,1.00,20%,20%,1.0,http://www.ufcstats.com/fighter-details/34ca93f1791a5c50
Magomed Gadzhiyasulov,2.89,49%,1.64,62%,3.67,73%,61%,0.0,http://www.ufcstats.com/fighter-details/6e344b71421103da
Dennis Buzukja,4.21,43%,4.82,48%,0.63,27%,75%,0.2,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Roberta Rovel,0.87,46%,3.00,26%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/9d7fbf438766791f
Ross Pointon,2.62,23%,2.77,58%,1.19,100%,0%,0.0,http://www.ufcstats.com/fighter-details/7215953cd5c6254d
Khadzhi Bestaev,6.15,29%,10.00,43%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e05f4ce199baca91
Mehdi Baghdad,3.13,30%,4.56,46%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/e4d2564ea0e34e2b
Rongzhu,5.90,51%,5.51,50%,1.56,62%,84%,0.2,http://www.ufcstats.com/fighter-details/a13d755965a4ec9f
Cole Miller,3.00,33%,3.88,59%,0.60,36%,38%,1.8,http://www.ufcstats.com/fighter-details/282fa667ff9c51ed
Brandon Wolff,0.47,33%,10.91,19%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/aa79d5399571068e
Ricardo Funch,2.61,65%,3.57,40%,1.24,18%,60%,0.0,http://www.ufcstats.com/fighter-details/e9e1acc96536bb4f
Patrik White,9.77,49%,6.28,60%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/4debc6c4c6249690
AJ Dobson,4.29,46%,5.31,46%,1.67,75%,65%,0.3,http://www.ufcstats.com/fighter-details/009c4420727149ea
Ikuhisa Minowa,0.88,40%,1.66,49%,1.82,41%,5%,1.9,http://www.ufcstats.com/fighter-details/ce6065baef021cf3
Eric Wray,1.76,48%,3.12,28%,4.07,66%,0%,2.0,http://www.ufcstats.com/fighter-details/eb6edce3028f05c0
Justin Frazier,1.11,66%,6.11,4%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/78863e4a28204a6b
Michael McDonald,0.00,0%,0.40,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d52ef694108f8235
Erick Sanchez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ef3663798164adf0
Bubba Jenkins,2.41,37%,1.58,67%,7.23,68%,100%,0.0,http://www.ufcstats.com/fighter-details/5e841bb3752b6e86
Rob Font,5.44,45%,3.58,57%,0.84,34%,44%,0.3,http://www.ufcstats.com/fighter-details/05339613bf8e9808
Josh Koscheck,1.79,36%,2.27,63%,2.46,48%,64%,0.4,http://www.ufcstats.com/fighter-details/dd37fd509af89f15
Darrion Caldwell,0.85,34%,0.57,60%,3.41,66%,100%,0.8,http://www.ufcstats.com/fighter-details/b7dc25ee40ee8334
Nick Rossborough,2.80,35%,4.33,35%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/ff3a915256b899c0
Hamid Amiri,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6c40705cf6c0d7e2
Collin Anglin,4.59,48%,5.54,51%,2.28,66%,100%,0.0,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05
Tanner Boser,4.70,52%,2.75,58%,0.00,0%,63%,0.0,http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e
John Campetella,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/31bbd46d57dfbcb7
Michel Quinones,2.91,29%,5.98,48%,0.00,0%,36%,0.0,http://www.ufcstats.com/fighter-details/5e84a859c6a82288
Myles Jury,2.94,42%,2.16,66%,2.16,55%,50%,0.3,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0
Kelly Velasco,2.27,35%,5.67,47%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/93c9897f0f9f5dab
Hugo Viana,3.05,38%,3.20,57%,0.22,6%,50%,0.0,http://www.ufcstats.com/fighter-details/f95381efb3051d81
Valentina Shevchenko,3.16,52%,2.00,64%,2.74,64%,71%,0.3,http://www.ufcstats.com/fighter-details/132deb59abae64b1
Jared Chaffee,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fdf59144e535bc38
Johnny Case,3.95,38%,2.66,61%,1.70,45%,72%,0.2,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287
Merab Dvalishvili,4.36,42%,2.51,56%,5.89,35%,82%,0.3,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4
Sean Spencer,4.24,32%,4.02,60%,0.14,33%,68%,0.0,http://www.ufcstats.com/fighter-details/ab850a77a0fa487d
Byron Bloodworth,1.82,28%,5.18,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ecdf14f4f8643d39
Steve Vigneault,2.19,28%,5.75,44%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/6888e31ce88f5b17
Kennedy Freeman,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/63d071997c75e3fd
Tai Tuivasa,3.77,46%,5.18,44%,0.00,0%,57%,0.0,http://www.ufcstats.com/fighter-details/c62fbc117d57b943
Jarred Brooks,2.12,46%,1.66,62%,4.54,57%,69%,0.6,http://www.ufcstats.com/fighter-details/81d9df19e255b8b6
Phil Johns,1.20,66%,1.80,50%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/a8fa0c4e95512806
Dustin Moore,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/831de97afe326478
Albert Rios,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/868a78f2e810a837
Stevie Lynch,2.47,25%,7.06,41%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/710d93f1508f7104
Maximo Blanco,4.11,44%,3.19,66%,1.85,36%,63%,0.3,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a
Dave Courchaine,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/79ab17db3b40831a
Louis Lee Scott,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4327506eb9ee342f
Balajin,1.40,33%,2.73,50%,2.00,20%,66%,0.0,http://www.ufcstats.com/fighter-details/e626e92a8f2a9737
Bazigit Atajev,0.87,41%,3.14,49%,1.00,33%,0%,0.0,http://www.ufcstats.com/fighter-details/fd7acf42bd6e7e95
Jenna Castillo,3.24,56%,2.01,57%,1.68,100%,100%,0.0,http://www.ufcstats.com/fighter-details/e680418329c84ec4
Jacobe Smith,7.34,70%,1.97,52%,11.50,87%,0%,0.0,http://www.ufcstats.com/fighter-details/85497ffd934ecf7e
Joseph Sandoval,1.82,42%,12.12,60%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/696002b59f09d73b
Tim Kennedy,2.78,47%,1.84,62%,2.58,35%,70%,0.7,http://www.ufcstats.com/fighter-details/3c660c90d48fc80d
Derek Anderson,3.97,37%,3.08,61%,0.34,14%,60%,0.0,http://www.ufcstats.com/fighter-details/19ba965651486013
Scott McAfee,0.00,0%,1.33,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7e7d81bf162a5ec1
Bruno Assis,1.27,43%,3.20,36%,2.00,50%,66%,1.0,http://www.ufcstats.com/fighter-details/ff222167cce02919
Jesus Aguilar,1.46,51%,1.26,58%,1.75,33%,36%,1.8,http://www.ufcstats.com/fighter-details/c051c2e12d692b8a
Brandon Foxworth,1.33,32%,4.59,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f65a0eb902f9476b
Icho Larenas,0.17,15%,2.50,28%,0.00,0%,14%,0.0,http://www.ufcstats.com/fighter-details/49efbdc6c9f650c4
Antonio Rodrigo Nogueira,1.95,42%,2.40,55%,1.30,29%,36%,2.4,http://www.ufcstats.com/fighter-details/ee9d73f4fee9cbdd
Rostem Akman,1.80,25%,3.97,57%,1.00,40%,87%,0.0,http://www.ufcstats.com/fighter-details/1fc64507a0cb38cf
Chad Mendes,2.78,49%,2.35,67%,4.13,55%,100%,0.3,http://www.ufcstats.com/fighter-details/b5b684eac99ae0a3
Yoshinori Horie,2.76,49%,5.65,48%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3fa7688bfe48a493
Lucie Pudilova,3.60,37%,4.07,50%,0.70,31%,67%,0.6,http://www.ufcstats.com/fighter-details/3cf66c62d9069f43
Sean O'Haire,8.28,57%,22.76,21%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/46effbd1135423c5
Patrick Williams,4.12,51%,4.12,52%,2.71,41%,100%,0.5,http://www.ufcstats.com/fighter-details/39330403ad27c2bb
Joe Brammer,2.15,31%,2.80,56%,0.81,50%,50%,0.0,http://www.ufcstats.com/fighter-details/013da757877044a2
Tim Elliott,3.39,44%,2.66,56%,3.73,47%,59%,1.0,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Mark Scanlon,2.20,35%,3.33,48%,3.00,75%,25%,2.0,http://www.ufcstats.com/fighter-details/771b60ff889661c8
Rolando Delgado,1.56,40%,1.83,62%,1.17,22%,0%,3.5,http://www.ufcstats.com/fighter-details/37b1696e6d115957
Karo Parisyan,2.49,41%,2.19,58%,5.27,59%,59%,1.0,http://www.ufcstats.com/fighter-details/349aaa3da11eb587
Gina Mazany,3.73,50%,3.52,50%,4.34,52%,33%,0.2,http://www.ufcstats.com/fighter-details/016a8d958883167c
Cody McKenzie,1.74,34%,2.50,67%,2.50,25%,14%,2.5,http://www.ufcstats.com/fighter-details/7be63795363029e8
Tatsuya Mizuno,2.25,37%,3.52,53%,1.19,25%,40%,3.6,http://www.ufcstats.com/fighter-details/478c8706bdb92440
Steve Bosse,5.99,52%,5.38,50%,0.92,33%,100%,0.0,http://www.ufcstats.com/fighter-details/e023fa2e648ea0f1
Takashi Sato,2.21,41%,3.73,44%,0.76,37%,60%,0.0,http://www.ufcstats.com/fighter-details/8abac218746e04ca
Jamie Varner,2.92,34%,2.55,58%,3.49,53%,66%,0.8,http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3
Kevin Knabjian,0.00,0%,15.56,22%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/1fac46d466abd5b8
Galore Bofando,3.63,45%,3.63,54%,2.37,100%,50%,0.0,http://www.ufcstats.com/fighter-details/8a56ea383fd26e52
Steve Mensing,0.00,0%,9.51,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3bc27ec15facbcf3
Yao Zhikui,1.44,21%,2.82,48%,0.66,16%,58%,0.0,http://www.ufcstats.com/fighter-details/5ea918ea81b7dee2
Elvis Sinosic,1.13,37%,4.60,53%,0.00,0%,0%,1.2,http://www.ufcstats.com/fighter-details/817e0bdf08efce2e
Flavio Luiz Moura,0.67,16%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ab35634d1a8c7a11
Nora Cornolle,3.41,53%,2.18,62%,0.39,11%,50%,0.0,http://www.ufcstats.com/fighter-details/f2b3f4ef3f780168
Tina Lahdemaki,1.93,20%,4.67,57%,0.00,0%,16%,0.0,http://www.ufcstats.com/fighter-details/e5ca2bc2451a5956
Kevin Engel,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d2f310b5b072e986
Anthony Torres,3.54,48%,7.52,45%,0.00,0%,100%,2.2,http://www.ufcstats.com/fighter-details/918d9d89d4d52acc
Kevin Gray,3.45,62%,4.48,66%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/bb0d290026d7681d
Francisco Prado,4.38,41%,5.32,55%,0.31,9%,25%,0.3,http://www.ufcstats.com/fighter-details/3920d0cc288f9b0d
Paul Herrera,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/440c9dbab63528fb
Steve Ramirez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4311e9d23604205c
Saeed Hosseini,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/21f2974fd08085e3
Josh Smith,0.73,28%,1.40,54%,0.00,0%,57%,2.0,http://www.ufcstats.com/fighter-details/f626aa1c85f8af03
Ailiya Muratbek,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9b6dcc335ad03696
Brandon Halsey,1.74,47%,0.87,65%,4.98,53%,100%,1.2,http://www.ufcstats.com/fighter-details/e763679f15326ae1
Max Martyniouk,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/69d3fa376ff2595e
Liam Anderson,3.00,52%,6.53,31%,1.00,20%,50%,0.0,http://www.ufcstats.com/fighter-details/b03a0c78ca45facf
Benito Lopez,4.39,45%,5.18,56%,0.00,0%,73%,0.3,http://www.ufcstats.com/fighter-details/773f7feacf96153e
Mike Russow,1.55,47%,2.90,59%,4.66,43%,0%,0.7,http://www.ufcstats.com/fighter-details/353de740bb6c7e75
Darrell Horcher,2.05,44%,4.21,39%,0.35,50%,47%,0.7,http://www.ufcstats.com/fighter-details/18e8b7070228e728
Aleksei Oleinik,3.29,48%,3.80,44%,1.82,46%,37%,1.9,http://www.ufcstats.com/fighter-details/98c23cb6da5b3352
Puja Tomar,6.33,47%,5.60,44%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/19f8a2f6eecd92ac
Lloyd Van Dams,0.00,0%,3.01,15%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/02177caefe7c07d4
Lance Lawrence,5.87,50%,9.80,24%,1.00,100%,50%,0.0,http://www.ufcstats.com/fighter-details/ce039df1994b18f0
Jose Canseco,0.78,10%,4.68,62%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/03da33a102d9a45f
Randy Costa,6.53,46%,7.58,58%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df
Blake Bilder,3.81,48%,4.15,53%,0.31,7%,71%,0.6,http://www.ufcstats.com/fighter-details/5095b0920a3602aa
David Blanco,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ebf298f8ac7e232b
Xavier Franklin,3.07,33%,5.27,50%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/90957a918e26bf9c
Holly Holm,3.13,40%,2.92,55%,0.87,30%,76%,0.1,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5
Achmed Labasanov,0.75,39%,1.10,46%,3.00,100%,0%,0.8,http://www.ufcstats.com/fighter-details/b3fb8d2293e17a59
Johnny Rhodes,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/319fa1bd3176bded
CJ Marsh,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4c91eb190d5e0dd9
Todd Brown,2.15,45%,3.85,48%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/9b68bf67c5695185
Caio Bittencourt,0.29,16%,0.57,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a653cb5eb4b39339
John Dave Almanza,1.92,41%,5.75,27%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/088aa1b19b2dc14a
Aaron Ely,0.82,15%,0.66,69%,2.47,100%,50%,4.9,http://www.ufcstats.com/fighter-details/1741343f0ca34dd5
Dave Beneteau,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9fd1f08dd4aec14a
Ryan Larson,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7107e53ebd7435fb
Joe Ellenberger,1.62,47%,3.45,48%,3.17,40%,0%,1.1,http://www.ufcstats.com/fighter-details/8e8e4487c621aa1c
Jason Guida,1.87,40%,3.33,52%,1.00,14%,50%,1.0,http://www.ufcstats.com/fighter-details/ce25b4ed82b1811b
Felipe Olivieri,6.68,58%,4.60,57%,0.00,0%,71%,0.0,http://www.ufcstats.com/fighter-details/948880beac71f028
Jared Rollins,3.33,57%,2.41,39%,2.50,50%,50%,1.2,http://www.ufcstats.com/fighter-details/c4b6099f0d25f75e
Codale Ford,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5340123d826ceadb
Rick Story,3.80,41%,2.17,62%,2.53,48%,63%,0.9,http://www.ufcstats.com/fighter-details/5b5307450405abf0
Mitch Whitesel,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b6debbda44d4a5a0
John Clarke,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a77c71a574132188
Umar Nurmagomedov,4.38,57%,2.15,60%,3.26,39%,78%,0.3,http://www.ufcstats.com/fighter-details/2b6fc1c02736833d
Shelton Graves,2.19,69%,0.81,33%,4.86,57%,0%,0.0,http://www.ufcstats.com/fighter-details/642862d6d63605cd
Tomohiko Hashimoto,0.00,0%,11.67,30%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a890f9a791ed615d
Nariman Abbasov,3.00,20%,5.67,46%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/59a9d6dac61c2540
Horacio Gutierrez,0.86,26%,2.91,46%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/cd85b48dc880fabd
Sandra Lavado,0.87,37%,2.67,34%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/aa6da8cb3a26da04
Cesar Almeida,4.16,58%,2.32,48%,0.00,0%,60%,0.3,http://www.ufcstats.com/fighter-details/64d47ef881a437a4
Junya Kudo,1.85,71%,4.44,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/487c170da059857d
Luke Barnatt,4.43,36%,3.87,59%,0.63,42%,63%,0.4,http://www.ufcstats.com/fighter-details/172c2135e70f87b7
Francis Ngannou,2.33,41%,2.16,41%,0.76,62%,71%,0.3,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778
Daniel Spohn,2.42,49%,1.60,53%,0.00,0%,28%,2.5,http://www.ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Jimmy Ambriz,0.83,29%,3.76,40%,3.13,57%,100%,0.8,http://www.ufcstats.com/fighter-details/c912f676692c353a
Vinicius Cenci,2.90,48%,2.69,62%,1.61,50%,0%,0.0,http://www.ufcstats.com/fighter-details/f21a152aaa3e95c6
Sheldon Westcott,2.26,40%,3.73,37%,3.23,37%,14%,0.0,http://www.ufcstats.com/fighter-details/ec2d13a87d3d9541
Matt Skelton,0.00,0%,0.54,0%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/caced97768818230
Ian Heinisch,3.25,50%,2.98,59%,1.02,17%,59%,0.7,http://www.ufcstats.com/fighter-details/2e585c701f72fe55
Greg Velasco,0.00,0%,1.52,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/34a81ebbce32b06b
Alex Perez,4.19,46%,3.20,58%,2.04,46%,77%,0.8,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f
Alexander Yakovlev,1.74,47%,2.41,58%,1.66,35%,72%,0.1,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd
Mike French,0.23,23%,2.17,42%,0.00,0%,22%,1.0,http://www.ufcstats.com/fighter-details/756f45905fb20cb5
Mara Romero Borella,2.54,37%,2.48,71%,1.83,44%,66%,0.2,http://www.ufcstats.com/fighter-details/82cbb809d5ee565c
Marco Ruas,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/597db668b01c442c
Tom Erikson,0.94,47%,1.87,25%,4.68,60%,100%,6.2,http://www.ufcstats.com/fighter-details/7b9a85e5ff31ef47
Lara Procopio,5.64,58%,6.50,47%,3.15,47%,50%,0.3,http://www.ufcstats.com/fighter-details/e99821959a840bb8
Mashrabjon Ruzibaev,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e5a898f2a1afec67
Yurij Kiseliov,4.88,87%,0.00,0%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/51d2aaaca56e5b40
Jon Fitch,2.61,50%,1.65,54%,3.60,51%,56%,0.8,http://www.ufcstats.com/fighter-details/6f018c039b4d5d80
Ray Seraille,5.29,27%,17.65,41%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2f04c4183523be2e
John Matua,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c933d423ebdbbbdb
Brad Gumm,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4d74641fac830182
Jamahal Hill,7.05,53%,4.02,45%,0.00,0%,73%,0.0,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a
Kamuela Kirk,3.22,50%,5.87,40%,1.50,26%,47%,1.2,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3
Alexis Dufresne,1.33,27%,3.33,60%,1.50,50%,50%,0.0,http://www.ufcstats.com/fighter-details/4ae4049426e0161d
Jack Hermansson,5.09,44%,3.69,56%,1.53,30%,80%,0.4,http://www.ufcstats.com/fighter-details/0a1942069c9ad6b6
Reza Madadi,2.51,46%,3.31,66%,3.17,33%,89%,0.5,http://www.ufcstats.com/fighter-details/e25bcbcdaf6537a1
Fedor Nikolov,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/346f789951e85f3f
Chico Camus,2.58,41%,2.46,64%,0.77,40%,72%,0.4,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905
Jonas Bilharinho,3.71,60%,3.36,57%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/ebbf571f349e79d9
Jeka Saragih,2.73,50%,2.65,41%,2.21,80%,66%,0.6,http://www.ufcstats.com/fighter-details/57186c150c645200
Cat Zingano,2.57,61%,1.63,47%,2.77,65%,42%,0.8,http://www.ufcstats.com/fighter-details/3ecd936bd8814108
Jonathan Brookins,2.69,39%,3.63,56%,1.94,17%,80%,0.3,http://www.ufcstats.com/fighter-details/b0a6124751a56bc4
Steve Mann,3.18,70%,0.66,57%,1.64,100%,60%,0.0,http://www.ufcstats.com/fighter-details/0eef1bf99afd4ff2
Michael Bravo,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/dc63542668295c23
KJ Noons,3.68,35%,3.78,65%,0.08,20%,68%,0.0,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a
Nate Moore,2.21,25%,2.87,42%,1.23,16%,25%,0.0,http://www.ufcstats.com/fighter-details/518e5202a91980d4
David Dodd,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c2a7623f398d9bd7
Sean Santella,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/39792c2f42c9f527
Marcos Conrado Jr.,1.60,34%,9.69,35%,1.84,14%,0%,0.0,http://www.ufcstats.com/fighter-details/d450769115a193c2
Yuji Hisamatsu,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8332a607df696345
Gilbert Jimenez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/59d36ddfcb27b7dc
